text,vader,roberta
victory lap right there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.1008083 0.6390719 0.2601198]
lana was on her album,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.02468175 0.8785989  0.09671933]
lanas on the album,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.07585809 0.79416347 0.12997845]
celine dion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.13864183 0.6803405  0.18101765]
lana deserved,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08280802 0.6857153  0.23147662]
dang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.4756609  0.39261174 0.13172737]
exactlyyy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.13912943 0.57113004 0.28974056]
weird,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",[0.5548167  0.37818572 0.06699752]
odd,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",[0.50543165 0.40208498 0.0924833 ]
will neff joined otk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08624356 0.8460261  0.06773037]
lana and taylor arrived together,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.019895   0.90409493 0.07601003]
undrake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.25440797 0.5892698  0.1563222 ]
jay z real based,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.05269269 0.78661823 0.16068909]
miley needs to stop,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",[0.68039036 0.3055259  0.01408375]
ekto,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20136    0.60408187 0.19455811]
icant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.3150507  0.5536767  0.13127257]
women support women,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",[0.02243446 0.6446421  0.3329235 ]
definitely not worth k,"{'neg': 0.31, 'neu': 0.186, 'pos': 0.503, 'compound': 0.2579}",[0.8239788  0.16342343 0.01259778]
lana was on the album,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03182277 0.8862501  0.08192711]
that was so awkward,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.2769}",[0.9507835  0.04431525 0.00490129]
youre so real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.01130875 0.17545034 0.81324095]
was weird,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.1779}",[0.6311934 0.3287733 0.0400333]
f,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[0.2640933  0.5217375  0.21416917]
to make her more embarrased,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7548005  0.23156172 0.01363778]
lana uhm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.19276688 0.7460862  0.06114695]
im exited you gonna playa belgium game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.00202847 0.15216804 0.8458035 ]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
did u get to meet laufey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.07743396 0.8545302  0.06803572]
lana was on it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.10478055 0.79970276 0.09551667]
i fuckin hate taylor swift can you start playing already,"{'neg': 0.278, 'neu': 0.451, 'pos': 0.271, 'compound': -0.2732}",[0.97900647 0.01827089 0.00272269]
thats why i dont watch it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7502067  0.23732886 0.0124644 ]
commercial breaks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.30654177 0.5918352  0.10162304]
yeah commercials,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}",[0.49075058 0.44174987 0.06749953]
lana sadge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2518417  0.6545091  0.09364916]
id hate that,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}",[0.94083446 0.05023781 0.00892772]
the commercials were so long,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.90024537 0.0905899  0.00916472]
who cares about the grammys,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",[0.5586172  0.39267907 0.04870379]
lana was robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.8165213  0.1736102  0.00986855]
theres a lot of ads man,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.5370579  0.4258262  0.03711596]
eating a burber with no honey mustard,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",[0.2894987  0.672693   0.03780829]
i fuckin hate taylor swift can you start playing already,"{'neg': 0.278, 'neu': 0.451, 'pos': 0.271, 'compound': -0.2732}",[0.97900647 0.01827089 0.00272269]
million dollars or dinner with jay z,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.01775108 0.89592963 0.08631925]
download the truffle extension get emotes predictions and more here  httpstrufflevipextension,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.06369623 0.8378689  0.09843491]
hai chat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12773493 0.7179125  0.15435255]
literally who is killer mike,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.6486}",[0.65211195 0.3363311  0.01155696]
yep thats why i dont watch them,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",[0.84883296 0.14301023 0.00815679]
what time is baldurs gate please,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",[0.04959442 0.88031757 0.07008798]
why not call it downtime show then,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.17956963 0.7682133  0.05221701]
yo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.21219791 0.52671826 0.26108384]
lanna did not want to be on that stage hommies,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.0572}",[0.8233475  0.16857605 0.00807642]
kanye did the same as jay z but called a fool,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.5927}",[0.64658815 0.33981615 0.01359573]
this is real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03877626 0.46418294 0.49704078]
like watching nfl always ads,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",[0.62591654 0.3475702  0.02651317]
whole lotta of snitches in this chat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.8240682  0.16517867 0.01075321]
lana was on her album so it makes sense,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.00754587 0.5869526  0.40550148]
who is victor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08365915 0.80733025 0.10901056]
lana sadge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2518417  0.6545091  0.09364916]
there was  commercials,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.32947522 0.6086319  0.06189285]
o,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[0.25852075 0.4814087  0.26007062]
sup midwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.13565421 0.74221385 0.12213186]
commercials,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.4533994  0.47957593 0.06702463]
there were just so many ads,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.68835855 0.28563914 0.02600229]
the live edit was messy wouldnt be surprised if there were issues,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.4881}",[0.7601513  0.22654343 0.01330525]
dude soooo many ads,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7711191  0.20518753 0.0236933 ]
darkmascoty cope,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24642687 0.70062584 0.05294731]
dont disrespect killer mike,"{'neg': 0.0, 'neu': 0.257, 'pos': 0.743, 'compound': 0.6979}",[0.75455993 0.23525321 0.01018677]
just play bg already,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",[0.13739291 0.715628   0.14697905]
celebrities are so disappointing these days tbh,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.6269}",[0.9756776  0.02204943 0.00227293]
that seems excessive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.8149785  0.16888306 0.01613851]
they should have set up a game room for waiting periods,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23793428 0.7204761  0.04158958]
taylor is wackkk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.9458616  0.04933604 0.00480234]
i love you luddy,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",[0.00818953 0.03817927 0.95363116]
cant wait for the bald,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03966008 0.09957584 0.8607641 ]
breaks are horrendous,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5859}",[0.9619275  0.03410466 0.00396782]
victor these nuts in your mouth got em,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",[0.70374274 0.27973828 0.016519  ]
monkahmm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20697556 0.6197216  0.17330281]
how do i go back to youtube chat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.11402441 0.8313566  0.05461909]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
ready for taylor swift to be the greatest villain the nfl fans has ever seen,"{'neg': 0.156, 'neu': 0.476, 'pos': 0.368, 'compound': 0.5994}",[0.10046926 0.56669044 0.33284026]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
nahhhhhhhhhh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.3176679  0.5853284  0.09700369]
icant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.3150507  0.5536767  0.13127257]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
aintnoway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.18108238 0.6273581  0.19155954]
onegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24115044 0.593212   0.16563758]
thay trolling fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.38495204 0.57483995 0.04020804]
bedge honk shoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.22761597 0.6188747  0.15350933]
just a sleepy guy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.34518793 0.5509711  0.10384098]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
aintnoway bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.15340373 0.6980534  0.14854282]
lmaoooooooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.37973154 0.41482288 0.20544553]
nah technical issues at a big event is crazy,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.4215}",[0.56817937 0.3665545  0.06526604]
eepy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.29541487 0.5226028  0.18198234]
sleepwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.26832816 0.62510306 0.10656874]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
its a snooze fest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24672048 0.64464706 0.10863243]
to the chatter that said will neff joined otk wut,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20602167 0.7676833  0.026295  ]
i forgot that breaded food is glutened ludwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7515742  0.23075256 0.01767313]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
looool,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.35139194 0.4668552  0.18175294]
icant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.3150507  0.5536767  0.13127257]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
drunk,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",[0.34615538 0.59016836 0.06367625]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
dont blame you,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.2584}",[0.28246638 0.64369243 0.07384113]
so cute,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5095}",[0.00434962 0.03518041 0.96046996]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
quick snooz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.10306528 0.69114715 0.2057876 ]
xd,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",[0.25467974 0.499808   0.24551225]
ludwig thought you dont drink alone,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.1877}",[0.263043   0.6861786  0.05077841]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
pssh id be snoozing minute one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24861397 0.68903965 0.06234632]
lmao  drink dale,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",[0.2086025  0.61883545 0.17256203]
greatest,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",[0.0132521  0.13241367 0.85433424]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
bro is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.18806498 0.55971175 0.2522232 ]
honk shoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.19394682 0.6467273  0.15932587]
drunk asf,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}",[0.7556928  0.2194027  0.02490449]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
lmaooooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.30502364 0.43225184 0.2627245 ]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
bedge mimimij,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.18811496 0.6802976  0.13158742]
nooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.38132778 0.4468751  0.17179711]
badge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.25243056 0.54911476 0.19845474]
lmaoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.28583393 0.44981113 0.26435488]
peepocute sleepy boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23522641 0.6226552  0.14211838]
swities  snitches,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7403966  0.24056236 0.01904102]
duuuude,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.4516323  0.41145605 0.13691163]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
taylor swift bedge,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",[0.04619252 0.87976956 0.07403796]
loool,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2757829  0.49597555 0.22824156]
zzzwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.16480653 0.6777052  0.15748818]
goddamn bedge,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",[0.8587158  0.11926249 0.0220218 ]
sleepwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.26832816 0.62510306 0.10656874]
iconic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.39296702 0.4789424  0.12809058]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
is this dubbin and the hoeless baldurs or solo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.05201306 0.90780693 0.04018   ]
too much gummy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7807101  0.19246906 0.02682087]
bedge mi mi mi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.17938344 0.7011863  0.11943025]
omegalul,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23960617 0.59827083 0.16212298]
based,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.21603832 0.57645446 0.20750716]
drunk,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",[0.34615538 0.59016836 0.06367625]
old man activity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.29460993 0.6376002  0.06778981]
pookie so cute,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.5095}",[0.00337459 0.04036448 0.956261  ]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
honk shooooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23198946 0.6210779  0.14693263]
remember to subscribe to the channel and drop a like if youre enjoying the pog,"{'neg': 0.111, 'neu': 0.579, 'pos': 0.311, 'compound': 0.5859}",[0.00336524 0.22846419 0.76817054]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
bedge nappies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.30861396 0.58152413 0.1098619 ]
ahhahahahahhahahahahah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.1605315 0.5523959 0.2870726]
w,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[0.25118878 0.5385145  0.21029675]
my guy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.09196202 0.49747285 0.41056514]
yeah i would be out after that many drinks,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",[0.2920568  0.6313718  0.07657137]
lushwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.14722885 0.6326174  0.22015378]
bedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23572512 0.55688846 0.20738639]
aww,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.28510016 0.5554206  0.15947928]
sleepwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.26832816 0.62510306 0.10656874]
hahahaha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08900724 0.47045016 0.4405426 ]
