message,sentiment,avg_noun_sentiment,avg_verb_sentiment,avg_adverb_sentiment,avg_adjective_sentiment,avg_na_sent,avg_tot_sent,sum_noun_sentiment,sum_verb_sentiment,sum_adverb_sentiment,sum_adjective_sentiment,last_punctuation,comma_count,._count,",_count",!_count
your fence is a mouse,0.0,-0.013020833333333334,0.0,0.0,0.0,0.0,-0.013020833333333334,-0.0390625,0,0,0,,0.0,0.0,0.0,0.0
how did you feel about the half time show i thought it was pretty lack luster and definitely couldnt compare to alot of other ones that have happened in the past  years,-0.5,-0.0315999984741211,-0.25,0.25,-0.07561383928571429,-0.5,-0.08531349355524237,-0.34759998321533214,1,1,7,?,1.0,0.0,0.0,0.0
we didnt steal it to sell it,0.0,-0.041015625,-0.0833333333333333,0.0,0.0,0.0,-0.049479166666666664,-0.1640625,1,0,0,,0.0,0.0,0.0,0.0
yea the cheifs won,0.5,0.3125,0.0,0.0,-0.15625,0.0,0.15625,0.625,0,0,1,,0.0,0.0,0.0,0.0
youre an expert on heists now damn you got mad skillz bestie,0.0,0.0034877232142856984,-0.25,0.0,0.00390625,0.0,-0.0200385551948052,0.013950892857142794,1,0,4,comma,1.0,0.0,1.0,0.0
phoenix suns,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0,0,0,,0.0,0.0,0.0,0.0
do you think it was scripted,0.0,-0.039173126220703104,0.0,0.0,0.0,0.0,-0.029379844665527326,-0.1175193786621093,0,0,1,?,2.0,0.0,0.0,0.0
drake curse was broken,0.0,-0.058349609375,0.0,0.0,-0.0147705078125,0.0,-0.0438232421875,-0.11669921875,0,0,1,,0.0,0.0,0.0,0.0
iphone  was never good,-0.5,-0.25,0.0,-0.375,0.2320582587271928,0.0,-0.13098058042426908,-0.25,0,1,1,,0.0,0.0,0.0,0.0
big gulp,0.0,-0.015625,0.0,0.0,0.1369857788085937,0.0,0.06068038940429685,-0.015625,0,0,1,,0.0,0.0,0.0,0.0
geeze how desperate you got to be to steal cheese,-0.5,-0.08589680989583333,-0.25,0.0,-0.287109375,-0.5,-0.21579996744791666,-0.2576904296875,1,0,1,,0.0,0.0,0.0,0.0
have you considered building a bowling alley lane in the warehouse,0.0,-0.02670764923095703,0.0,0.0,0.0,0.0,-0.020772616068522137,-0.18695354461669922,0,0,2,?,1.0,0.0,0.0,0.0
did you hear about the helicopter found on mars,0.0,0.0,0.0,0.0,0.011067708333333334,0.0,0.005533854166666667,0.0,1,0,3,,0.0,0.0,0.0,0.0
man i steak sigh,0.0,0.0003255208333333333,0.0,0.0,-0.03125,0.0,-0.007568359375,0.0009765625,0,0,1,,0.0,0.0,0.0,0.0
robert mercer yes i was thinking the same lol,0.0,0.17119565217391303,0.0,0.0,0.05078125,0.0,0.11958947981366459,0.6847826086956521,0,0,3,comma,0.0,0.0,1.0,0.0
local reasturants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,0.0,0.0,0.0,0.0
sell it to food trucks,0.0,0.015625,0.0,0.0,0.0,0.0,0.015625,0.0625,0,0,0,,0.0,0.0,0.0,0.0
sell cheese to me ill eat it,0.0,0.0234375,0.125,0.0,-0.57958984375,0.0,-0.060139973958333336,0.09375,1,0,1,,0.0,0.0,0.0,0.0
ers real quiet,0.0,-0.3333333333333333,0.0,0.0,-0.041229248046875,0.0,-0.13859727647569445,-0.3333333333333333,0,0,2,,0.0,0.0,0.0,0.0
play dark souls,0.0,0.03161638972267155,0.0,0.0,-0.236358642578125,0.0,-0.05770862104426063,0.0632327794453431,0,0,1,,0.0,0.0,0.0,0.0
are you watching frieren beyond journeys end  really good anime,0.5,0.08333333333333333,0.0,0.1953125,0.2320582587271928,0.0,0.12474258430302143,0.5,0,2,1,?,1.0,0.0,0.0,0.0
shwallow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
id buy that for a dollar,0.0,0.0478515625,0.0,0.0,0.0,0.0,0.0478515625,0.19140625,0,0,0,,0.0,0.0,0.0,0.0
alex and james cowcop,0.0,0.00048828125,0.0,0.0,0.0,0.0,0.0003255208333333333,0.0009765625,0,0,0,,0.0,0.0,0.0,0.0
there is a wasp behind you,0.0,-0.020833333333333332,0.0,0.0,-0.03125,0.0,-0.0234375,-0.0625,0,0,1,,0.0,0.0,0.0,0.0
oh shit we watching the creatures,0.0,-0.043212890625,0.0,0.0,0.0,0.0,-0.043212890625,-0.1728515625,0,0,0,?,1.0,0.0,0.0,0.0
doritos cool ranch or nacho,0.0,0.0,0.0,0.0,-0.0145263671875,0.0,-0.0029052734375,0.0,0,0,1,,0.0,0.0,0.0,0.0
r u gonna play more helldivers,0.0,0.0210775931484477,0.0,0.0,0.0,0.0,0.01264655588906862,0.0632327794453431,0,0,2,,0.0,0.0,0.0,0.0
can you give me a car pls,0.0,-0.015710426525356518,0.0,0.0,0.0,0.0,-0.013092022104463766,-0.0785521326267826,0,0,0,,0.0,0.0,0.0,0.0
best supersupps flavor,0.0,-0.0703125,0.0,0.0,0.138671875,0.0,-0.0006510416666666666,-0.140625,0,0,1,?,1.0,0.0,0.0,0.0
shwallow butt fucker,0.0,-0.03125,0.0,0.0,0.0,0.0,-0.020833333333333332,-0.0625,0,0,0,,0.0,0.0,0.0,0.0
did you see the hhvaush horse stuff,0.5,0.13307586312294006,0.0,0.0,0.0,0.0,0.13307586312294006,0.5323034524917603,0,0,0,,0.0,0.0,0.0,0.0
hee hee kuhmooey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,.,0.0,2.0,0.0,0.0
hey charlie did you get a chance to see my tweet about making you a custom gundam,0.0,-0.00032424276676987565,0.0,0.0,0.060872395833333336,0.0,0.015001937113820083,-0.002593942134159005,0,0,3,?,1.0,0.0,1.0,0.0
will you add the new taco bell items on the taco bell tier list when it comes out,0.0,0.012109375,0.0,0.0,0.03489049275716147,0.0,0.016126087733677456,0.12109375,1,0,3,?,1.0,0.0,0.0,0.0
thinking of cheese makes me feel gassy,0.0,0.0094788869222005,0.25,0.0,-0.09375,0.0,0.015156110127766917,0.0284366607666015,1,0,2,,0.0,0.0,0.0,0.0
its so good,0.5,0.0,0.0,0.0,0.2320582587271928,0.0,0.1160291293635964,0.0,0,0,1,,0.0,0.0,0.0,0.0
hope that shit isnt genetic cuzz if it is i could get it,0.0,-0.01395187359594276,0.0,0.0,-0.0234375,0.0,-0.01166343679797138,-0.0697593679797138,0,0,2,,0.0,0.0,0.0,0.0
did you see the florida man who just drove his pickup truck into the ocean and when arrested gave a big smile and said not my fault it dont surf as a key wester hes a true floridian,0.0,-0.008595751391516795,-0.0625,-0.625,0.0832984924316406,0.07539682539682535,-0.01205133614626602,-0.1547235250473023,2,1,5,,0.0,0.0,0.0,0.0
penguinz did you watch the wwe press conference,0.0,0.06385479569435118,0.0,0.0,0.0,0.0,0.06385479569435118,0.3192739784717559,0,0,0,?,1.0,0.0,0.0,0.0
charlie do my homework for me,0.0,-0.004455702645438053,0.0,0.0,0.0,0.0,-0.004455702645438053,-0.01782281058175221,0,0,0,?,1.0,0.0,1.0,0.0
route for your team not your hate,0.0,-0.16666666666666666,0.0,-0.625,0.0,0.0,-0.28125,-0.5,0,1,0,,0.0,0.0,0.0,0.0
can we peep the trailer,0.0,0.042317708333333336,0.0,0.0,0.0,0.0,0.042317708333333336,0.126953125,0,0,0,,0.0,0.0,0.0,0.0
what was your super bowl prediction,0.0,-0.00390625,0.0,0.0,0.0078125,0.0,0.0,-0.0078125,0,0,1,,0.0,0.0,0.0,0.0
why is saucesav still getting ads mid stream if he is subbed,-0.5,-0.08470982142857142,-0.375,0.0,-0.02029323577880855,-0.5,-0.14879284207783047,-0.4235491071428571,1,0,2,?,1.0,0.0,0.0,0.0
did you see vitality got their first rlcs loss,-0.5,0.1053265333175659,-0.25,0.0,0.0044136047363281,-0.5,-0.07160113255182904,0.3159795999526977,1,0,1,?,1.0,0.0,0.0,0.0
n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
deadpool  trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
which nba team you think are going to the finals and which of those teams you think are going to win,0.0,0.016845703125,0.0,0.0,-0.1875,0.0,-0.020308061079545456,0.151611328125,0,0,2,?,1.0,0.0,0.0,0.0
rigged nfl,-0.5,-0.2,0.0,0.0,0.0,0.0,-0.1,-0.2,0,0,1,,0.0,0.0,0.0,0.0
penguinz did you watch the wwe press conference,0.0,0.06385479569435118,0.0,0.0,0.0,0.0,0.06385479569435118,0.3192739784717559,0,0,0,?,1.0,0.0,0.0,0.0
its so good,1.0,0.0,0.0,0.0,0.2320582587271928,0.0,0.1160291293635964,0.0,0,0,1,,0.0,0.0,0.0,0.0
how does the twitchyoutube stream schedule work,0.0,-0.014633098558988426,0.0,0.0,0.0,0.0,-0.014633098558988426,-0.0585323942359537,0,0,0,?,1.0,0.0,0.0,0.0
i,0.0,0.0,0.0,0.0,-0.03125,0.0,-0.03125,0.0,0,0,1,,0.0,0.0,0.0,0.0
l ers,-0.5,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.3333333333333333,0,0,1,,0.0,0.0,0.0,0.0
just a chill stream tn,0.0,-0.06689453125,0.0,0.0,0.172607421875,0.0,-0.018994140625,-0.267578125,0,0,1,?,1.0,0.0,0.0,0.0
phoenix suns going to win championship,0.5,0.0732421875,0.0,0.0,-0.1875,0.0,0.02109375,0.29296875,0,0,1,,0.0,0.0,0.0,0.0
did you hear about the helicopter found on mars,0.0,0.0,0.0,0.0,0.011067708333333334,0.0,0.005533854166666667,0.0,1,0,3,?,1.0,0.0,0.0,0.0
if you want a physical body like charlie eat lean white meat and raw vegetables and do heaps of cardio,0.0,-0.043809739370194695,0.125,0.0,0.015290439128875743,0.0,-0.0128556972458249,-0.3942876543317522,1,0,5,comma,0.0,0.0,1.0,0.0
what if hes just a grower not a shower,0.0,-0.0625,0.0,-0.625,0.172607421875,0.4285714285714285,-0.03911730707908164,-0.25,0,1,1,,0.0,0.0,0.0,0.0
penguinz did you watch the wwe press conference,0.0,0.06385479569435118,0.0,0.0,0.0,0.0,0.06385479569435118,0.3192739784717559,0,0,0,?,1.0,0.0,0.0,0.0
help charlie ive been jelqed,0.0,0.04673549107142855,0.0,0.0,0.0,0.0833333333333333,0.06503441220238093,0.0934709821428571,0,0,0,,0.0,0.0,0.0,0.0
i feel attacked,-0.5,0.0284366607666015,-0.5,0.0,-0.03125,0.0,-0.1676044464111328,0.0284366607666015,1,0,1,,0.0,0.0,0.0,0.0
did you watch the video of the dude getting pansted by a mustang ina street drift off before everyone ran up to zoom in on his ass,0.0,0.025102095170454544,0.0,-0.125,-0.0672607421875,0.0,-0.01214599609375,0.276123046875,1,2,4,?,1.0,1.0,0.0,0.0
you hear about the cheese wheel race in the uk,0.0,0.0001220703125,0.0,0.0,0.0009765625,0.0,0.00034877232142857144,0.00048828125,1,0,2,,0.0,0.0,0.0,0.0
deadpool  trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
did you watch the dead pool trailer,0.0,0.09090169270833333,0.0,0.0,0.046960711479187,0.0,0.07991644740104675,0.272705078125,0,0,1,,0.0,0.0,0.0,0.0
see the deadpool trailer,0.0,0.0005088249842325666,0.0,0.0,0.0,0.0,0.0005088249842325666,0.0015264749526977,0,0,0,?,1.0,0.0,0.0,0.0
do you think black myth wukong is game of the year contender,0.0,-0.019586563110351552,0.0,0.0,-0.0199466049671173,0.0,-0.01967657357454299,-0.1175193786621093,0,0,2,,0.0,0.0,0.0,0.0
why is he getting adds when subbed,0.0,0.0,-0.1875,0.0,0.0,0.0,-0.075,0.0,2,0,0,?,1.0,0.0,0.0,0.0
will there be any other songs like skynut,0.0,0.001007080078125,0.0,0.0,-0.038899739583333336,0.0,-0.0140838623046875,0.0040283203125,0,0,3,?,1.0,0.0,0.0,0.0
did you see what disney created for vr they made a floor that keeps you walking in place,0.0,0.02495071883313356,0.0,0.0,0.125,0.0,0.04543214492415162,0.1247535941656678,2,0,3,?,1.0,0.0,0.0,0.0
rigging nfl for them swiftards but its as realistic as wwe im not surprised,0.0,-0.03214285714285715,0.0,-0.3125,-0.09375,0.0,-0.09431818181818183,-0.225,0,2,2,.,0.0,2.0,1.0,0.0
did you plan on doing a moist meter for lies of p,0.0,-0.04583333333333332,0.0,0.0,0.015625,0.0,-0.028273809523809514,-0.2291666666666666,0,0,2,,0.0,0.0,0.0,0.0
deadpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
how is charlie so hot,0.5,0.05357142857142855,0.0,0.0,-0.0391888618469238,0.0,0.0226513317653111,0.1071428571428571,0,0,1,,0.0,0.0,0.0,0.0
penguinz did you watch the wwe press conference,0.0,0.06385479569435118,0.0,0.0,0.0,0.0,0.06385479569435118,0.3192739784717559,0,0,0,?,1.0,0.0,0.0,0.0
grower not a shower,0.0,-0.0625,0.0,-0.625,0.0,0.0,-0.203125,-0.1875,0,1,0,,0.0,0.0,0.0,0.0
they played well,0.5,0.0,0.0,0.0,0.12475591993331905,0.0,0.12475591993331905,0.0,0,0,2,,0.0,0.0,0.0,0.0
can we see the trailer for this anime,0.0,0.000381618738174425,0.0,0.0,0.0,0.0,0.000381618738174425,0.0015264749526977,0,0,0,,0.0,0.0,0.0,0.0
yeah it did and im loving it both sides needed to have a chance,0.0,-0.014492257436116533,0.0,0.0,0.250244140625,0.0,0.08309300162575461,-0.0869535446166992,0,1,4,.,0.0,1.0,0.0,0.0
you read about guy who was released and stabbed  people days later,-0.5,7.32421875e-05,-0.3333333333333333,0.0,0.0009765625,0.0,-0.07381637008101852,0.0003662109375,2,0,2,,0.0,0.0,0.0,0.0
do you wear polarized sunglasses to see crocs,0.0,-0.042705416679382324,0.0,0.0,0.0,0.0,-0.035587847232818604,-0.21352708339691162,0,0,1,?,1.0,0.0,0.0,0.0
lol,0.5,0.4347826086956521,0.0,0.0,0.0,0.0,0.4347826086956521,0.4347826086956521,0,0,0,,0.0,0.0,0.0,0.0
one piece update,0.0,9.5367431640625e-07,0.0,0.0,0.00439453125,0.0,0.0014654795328776042,1.9073486328125e-06,0,0,1,,0.0,0.0,0.0,0.0
the water cold,0.0,-0.031005859375,0.0,0.0,-0.0903129577636718,0.0,-0.0606594085693359,-0.031005859375,0,0,1,,0.0,0.0,0.0,0.0
did you see the stuff about ice spice at the super bowl,0.0,0.004081825415293366,0.0,0.0,0.0048828125,0.0,0.004282072186470025,0.0244909524917602,0,0,2,?,1.0,0.0,0.0,0.0
lies,-1.0,-0.1666666666666666,0.0,0.0,0.0,0.0,-0.1666666666666666,-0.1666666666666666,0,0,0,,0.0,0.0,0.0,0.0
deadpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
oof,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
damn,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,0.0,0,0,1,,0.0,0.0,0.0,0.0
o that guy,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
what up moist critical,0.0,0.0,0.0,0.0,0.0634765625,0.0,0.0634765625,0.0,0,0,3,,0.0,0.0,0.0,0.0
recommend any jelqing techniques,0.0,0.0,0.3125,0.0,0.0,0.0,0.078125,0.0,1,0,1,,0.0,0.0,0.0,0.0
lies of p speed run when,0.0,-0.03581540162364642,0.0,0.0,0.0,0.0,-0.03581540162364642,-0.1432616064945857,0,0,0,?,1.0,0.0,0.0,0.0
yikes,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
it was cold,0.0,0.0,0.0,0.0,-0.0903129577636718,0.0,-0.0451564788818359,0.0,0,0,1,,0.0,0.0,0.0,0.0
hello penguinz how is your night going,0.0,-0.0009765625,0.0,0.0,-0.1875,0.0,-0.047607421875,-0.0029296875,0,0,1,,0.0,0.0,0.0,0.0
deadpool guys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
brother had that peter griffin pecker,0.0,-0.015625,0.0,0.0,0.0,0.0,-0.015625,-0.0625,0,0,0,,0.0,0.0,0.0,0.0
penguinz did you watch the wwe press conference,0.0,0.06385479569435118,0.0,0.0,0.0,0.0,0.06385479569435118,0.3192739784717559,0,0,0,?,1.0,0.0,0.0,0.0
please someone with money ask him about the vaush folder leak,0.0,-0.0157470703125,0.001953125,0.09375,0.001953125,0.0,0.00433349609375,-0.06298828125,1,1,1,,0.0,0.0,0.0,0.0
lol,0.5,0.4347826086956521,0.0,0.0,0.0,0.0,0.4347826086956521,0.4347826086956521,0,0,0,,0.0,0.0,0.0,0.0
snoll pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
he was in the pool,0.0,-0.0076904296875,0.0,0.0,0.0,0.0,-0.005126953125,-0.015380859375,0,0,1,!,0.0,0.0,0.0,1.0
is it weird that i watched the super bowl and like it just feel like watching white static its weird cause like i enjoy a little footy,0.0,-0.0062110424041748125,0.28125,0.0,0.023792738715807598,0.0,0.03628747842528603,-0.0496883392333985,2,0,12,.,0.0,1.0,0.0,0.0
did u see drakes leaks,0.0,0.00076323747634885,0.0,0.0,0.0,0.0,0.000381618738174425,0.0015264749526977,0,0,1,?,1.0,0.0,0.0,0.0
did you plan on doing a moist meter for lies of p,0.0,-0.04583333333333332,0.0,0.0,0.015625,0.0,-0.028273809523809514,-0.2291666666666666,0,0,2,,0.0,0.0,0.0,0.0
you see that andrew callaghan got arrested in the new vid,0.0,0.06288161873817442,-0.1875,0.0,0.03790283203125,0.0,-0.005958482623100288,0.2515264749526977,2,0,2,?,1.0,0.0,0.0,0.0
have you considered building a bowling alley lane in the warehouse,0.0,-0.02670764923095703,0.0,0.0,0.0,0.0,-0.020772616068522137,-0.18695354461669922,0,0,2,.,1.0,1.0,0.0,0.0
what are your opinions on rise of the ronin it looks too good to be true to me,-0.5,-0.14276611804962158,0.0,-0.0625,0.12340123516817882,-0.5,-0.09930492673690122,-0.9993628263473511,0,1,3,.,1.0,1.0,0.0,0.0
did you see what disney created for vr they made a floor that keeps you walking in place,0.0,0.02495071883313356,0.0,0.0,0.125,0.0,0.04543214492415162,0.1247535941656678,2,0,3,?,1.0,0.0,0.0,0.0
above avergae thank you very much,0.0,0.0,0.0,0.0,0.18489583333333334,0.0,0.1109375,0.0,1,0,3,,0.0,0.0,0.0,0.0
wdym it was massive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,?,1.0,0.0,0.0,0.0
will u play more helldivers,0.0,0.022379676481781033,0.0,0.0,0.0,0.0,0.01342780588906862,0.0671390294453431,0,0,2,?,1.0,0.0,0.0,0.0
the curse,0.0,-0.05419921875,0.0,0.0,0.0,0.0,-0.05419921875,-0.05419921875,0,0,0,,0.0,0.0,0.0,0.0
naw he had that drake dong,0.0,-0.020833333333333332,0.0,0.0,0.0,0.0,-0.015625,-0.0625,0,0,0,,0.0,0.0,0.0,0.0
epic,0.5,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0,0,1,,0.0,0.0,0.0,0.0
he was in the pool,0.0,-0.0076904296875,0.0,0.0,0.0,0.0,-0.005126953125,-0.015380859375,0,0,1,,0.0,0.0,0.0,0.0
moving screen,0.0,0.212890625,0.0,0.0,0.15625,0.0,0.1845703125,0.212890625,0,0,1,,0.0,0.0,0.0,0.0
i know exactly the pose,0.0,0.093414306640625,0.0,0.125,-0.03125,0.0,0.0701446533203125,0.18682861328125,0,1,1,,0.0,0.0,0.0,0.0
have you ever smoked the zaza,0.0,-0.1244535446166992,0.0,0.0,0.0,0.0,-0.0311133861541748,-0.1244535446166992,0,1,1,,0.0,0.0,0.0,0.0
the goat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
my heart is so warm,1.0,0.01513671875,0.0,0.0,0.1630859375,0.0,0.064453125,0.0302734375,0,0,1,,0.0,0.0,0.0,0.0
w,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
letsgo,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
nice,0.5,0.0,0.0,0.0,0.37890625,0.0,0.37890625,0.0,0,0,1,,0.0,0.0,0.0,0.0
omegalul,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
good job,0.5,-0.0303001403808593,0.0,0.0,0.2320582587271928,0.0,0.10087905917316675,-0.0303001403808593,0,0,1,,0.0,0.0,0.0,0.0
shutup lol,-0.5,0.4347826086956521,0.0,0.0,0.0,-0.5,-0.03260869565217395,0.4347826086956521,0,0,0,,0.0,0.0,0.0,0.0
good d,1.0,0.0,0.0,0.0,0.0847791293635964,0.0,0.0847791293635964,0.0,0,0,2,,0.0,0.0,0.0,0.0
beast,1.0,-0.1875,0.0,0.0,0.0,0.0,-0.1875,-0.1875,0,0,0,,0.0,0.0,0.0,0.0
hahahahhahahahaha,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
yikes,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
french wall happs,0.0,-0.15625,0.0,0.0,0.0,0.0,-0.052083333333333336,-0.15625,0,0,1,,0.0,0.0,0.0,0.0
lool,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
youre not that guy pal,-0.5,0.06845238095238093,0.0,-0.625,0.0,0.0,-0.1049107142857143,0.2053571428571428,0,1,0,,0.0,0.0,0.0,0.0
oof,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
bruh,-0.5,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
ez clap,0.5,-0.0029296875,0.0,0.0,0.0,0.5,0.24853515625,-0.0029296875,0,0,0,,0.0,0.0,0.0,0.0
