content.text_content,sentiment,last_punctuation,?_count,._count,comma_count,!_count
oh i thought those were nosebleeds,0.0,,0.0,0.0,0.0,0.0
love when he does the youtube hands,1.0,,0.0,0.0,0.0,0.0
lolll,0.5,,0.0,0.0,0.0,0.0
binoculars,0.0,,0.0,0.0,0.0,0.0
thats awesome,1.0,,0.0,0.0,0.0,0.0
if shlatt was there no one wouldve cut,0.0,,0.0,0.0,0.0,0.0
sweets,0.5,,0.0,0.0,0.0,0.0
lulw,1.0,,0.0,0.0,0.0,0.0
lmao better seats than the artists,1.0,,0.0,0.0,0.0,0.0
opera glasses ez,0.5,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
will neff joined otk,0.0,,0.0,0.0,0.0,0.0
lool,0.5,,0.0,0.0,0.0,0.0
we call it the crypt,0.0,,0.0,0.0,0.0,0.0
spoilers,-0.5,,0.0,0.0,0.0,0.0
oook bro feelsweirdman,-0.5,,0.0,0.0,0.0,0.0
good shit qt very fancy,1.0,!,0.0,0.0,0.0,1.0
lol,0.5,,0.0,0.0,0.0,0.0
at the opera booths,0.0,,0.0,0.0,0.0,0.0
so much chat about kilin,-0.5,,0.0,0.0,0.0,0.0
must be nice,0.5,,0.0,0.0,0.0,0.0
e,0.0,,0.0,0.0,0.0,0.0
not the opera glasses omegalul,1.0,,0.0,0.0,0.0,0.0
bro was watching a play in the victorian era lmao,0.5,,0.0,0.0,0.0,0.0
waffle waffle,0.0,,0.0,0.0,0.0,0.0
join the official ludwig discord  httpsdiscordggludwig,0.0,.,0.0,1.0,0.0,0.0
thats crazy,0.0,,0.0,0.0,0.0,0.0
lulw,1.0,,0.0,0.0,0.0,0.0
overlooking the poors,-0.5,,0.0,0.0,0.0,0.0
gigitty gigitty gigitty gigitty,0.0,,0.0,0.0,0.0,0.0
grrrr,-0.5,,0.0,0.0,0.0,0.0
boygenius on top,1.0,,0.0,0.0,0.0,0.0
d,0.0,,0.0,0.0,0.0,0.0
hi yt,0.5,,0.0,0.0,0.0,0.0
peepogiggles,0.5,,0.0,0.0,0.0,0.0
hi yt,0.5,,0.0,0.0,0.0,0.0
was,0.0,,0.0,0.0,0.0,0.0
what time about will baldurs gate be released to all,0.0,,0.0,0.0,0.0,0.0
omg,1.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
no way,0.0,,0.0,0.0,0.0,0.0
hehe haha,0.5,,0.0,0.0,0.0,0.0
scammed again despairge,0.0,,0.0,0.0,0.0,0.0
d,-0.5,,0.0,0.0,0.0,0.0
yeah i have been to that arena the bathrooms are really weird and theyre shapes like fetuses its really peculiar therr also a lot of short people,-0.5,.,0.0,1.0,0.0,0.0
hi yt,0.5,,0.0,0.0,0.0,0.0
will neff in otk,0.5,,0.0,0.0,0.0,0.0
he pretty chill,0.5,,0.0,0.0,0.0,0.0
lollll,0.5,,0.0,0.0,0.0,0.0
ludwig was eepy,0.0,,0.0,0.0,0.0,0.0
he sucks,-1.0,,0.0,0.0,0.0,0.0
who,0.0,?,1.0,0.0,0.0,0.0
okay im going back to watch doc lol great story lud,0.5,.,0.0,1.0,0.0,0.0
he was a great host he has a good book too,1.0,,0.0,0.0,0.0,0.0
didnt he big time hasan,0.5,,0.0,0.0,0.0,0.0
hes a very charming man,0.5,,0.0,0.0,0.0,0.0
his monologue was good,0.5,,0.0,0.0,0.0,0.0
hi yt,0.5,,0.0,0.0,0.0,0.0
trevor noah is great,1.0,,0.0,0.0,0.0,0.0
he is so funny,0.5,,0.0,0.0,0.0,0.0
laufey won  lets go,1.0,!,0.0,0.0,0.0,16.0
will neff joined otk,0.0,,0.0,0.0,0.0,0.0
he is oooooh,0.0,,0.0,0.0,0.0,0.0
clap,0.5,,0.0,0.0,0.0,0.0
who,0.0,?,1.0,0.0,0.0,0.0
he did better this year than last year,0.0,,0.0,0.0,0.0,0.0
ludwig try not to get scammed challange,0.0,,0.0,0.0,0.0,0.0
hes so funny,0.5,,0.0,0.0,0.0,0.0
hi chat,0.5,,0.0,0.0,0.0,0.0
yep trevor is good,0.5,,0.0,0.0,0.0,0.0
oh pog,0.5,?,1.0,0.0,0.0,0.0
hes pretty funny from what ive seen,0.5,comma,0.0,0.0,1.0,0.0
matter of time before scammed came out,-0.5,,0.0,0.0,0.0,0.0
pepew,0.5,,0.0,0.0,0.0,0.0
s where s are due,0.5,,0.0,0.0,0.0,0.0
yesyes true,0.5,,0.0,0.0,0.0,0.0
def,0.0,.,0.0,1.0,0.0,0.0
weird will neff spammer i guarantee lud knew months ago,-0.5,,0.0,0.0,0.0,0.0
drake,0.0,,0.0,0.0,0.0,0.0
omegalullll,1.0,,0.0,0.0,0.0,0.0
my mom loves that guy,1.0,,0.0,0.0,0.0,0.0
trevor is op,0.0,,0.0,0.0,0.0,0.0
trevor noah is funny af,0.5,,0.0,0.0,0.0,0.0
you are very good,1.0,,0.0,0.0,0.0,0.0
uhm sure,0.5,,0.0,0.0,0.0,0.0
dont care play bg man,-0.5,comma,0.0,0.0,1.0,0.0
he is good,0.5,,0.0,0.0,0.0,0.0
yooo,0.0,,0.0,0.0,0.0,0.0
he was very charming,0.5,,0.0,0.0,0.0,0.0
you are a great host,1.0,,0.0,0.0,0.0,0.0
when baulders gate,0.0,?,1.0,0.0,0.0,0.0
yeah hes really good,1.0,,0.0,0.0,0.0,0.0
sza robbed,-0.5,,0.0,0.0,0.0,0.0
you really are old,-0.5,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
trevor is amazing,1.0,,0.0,0.0,0.0,0.0
boygenius slayed,0.5,,0.0,0.0,0.0,0.0
nah,-0.5,,0.0,0.0,0.0,0.0
yesyes good host,0.5,,0.0,0.0,0.0,0.0
i love trevor noah,1.0,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
he is very fucking good,1.0,,0.0,0.0,0.0,0.0
hiiii ludwiiig and good night ludwiig,0.5,,0.0,0.0,0.0,0.0
hi,0.5,,0.0,0.0,0.0,0.0
hyped for the bg stream,0.5,,0.0,0.0,0.0,0.0
hell yeah i love trevor noah,1.0,comma,0.0,0.0,1.0,0.0
we learnt about him at uni lol,0.5,,0.0,0.0,0.0,0.0
yep he was so good,1.0,,0.0,0.0,0.0,0.0
w south african,0.5,,0.0,0.0,0.0,0.0
trevor is amazing,0.5,,0.0,0.0,0.0,0.0
love that guy,1.0,,0.0,0.0,0.0,0.0
trevor noah is a great host not my favorite comedian but as a host hes exceptional,0.5,comma,0.0,0.0,2.0,0.0
hiiiiiii,0.5,,0.0,0.0,0.0,0.0
hiiiii yt,0.5,,0.0,0.0,0.0,0.0
he was polite funny just overall awesome,0.5,comma,0.0,0.0,2.0,0.0
yesyes,0.5,,0.0,0.0,0.0,0.0
mhm,0.0,,0.0,0.0,0.0,0.0
my queen laufey better than trevor noah,1.0,,0.0,0.0,0.0,0.0
its a tough gig too,0.5,,0.0,0.0,0.0,0.0
shake it all about,0.5,,0.0,0.0,0.0,0.0
i like him,0.5,,0.0,0.0,0.0,0.0
ok,0.5,,0.0,0.0,0.0,0.0
so true,0.5,,0.0,0.0,0.0,0.0
w africa lets goooo,0.5,,0.0,0.0,0.0,0.0
trevor noah kinda ass,-0.5,,0.0,0.0,0.0,0.0
trevor is the best,1.0,,0.0,0.0,0.0,0.0
pog,0.5,,0.0,0.0,0.0,0.0
in out in out shake it all about,0.0,,0.0,0.0,0.0,0.0
sure you are,0.0,,0.0,0.0,0.0,0.0
why the fuck was merrel streep or trever noah even there what have they done for music,-0.5,?,1.0,0.0,0.0,0.0
hi,0.5,,0.0,0.0,0.0,0.0
pepog,0.5,,0.0,0.0,0.0,0.0
wooooo south african mentioned,0.5,,0.0,0.0,0.0,0.0
ice spice was robbed,-0.5,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
wow boring,-0.5,,0.0,0.0,0.0,0.0
sounds fun,0.5,,0.0,0.0,0.0,0.0
oh thats cool i guess,0.5,,0.0,0.0,0.0,0.0
u saw sza live,0.0,,0.0,0.0,0.0,0.0
how was the sound live,0.0,?,1.0,0.0,0.0,0.0
qlllakakakakskks,0.0,,0.0,0.0,0.0,0.0
pooooooog,0.5,,0.0,0.0,0.0,0.0
ludwig x sza,0.0,,0.0,0.0,0.0,0.0
its a celebration,0.5,,0.0,0.0,0.0,0.0
they really cut down the awards,-0.5,,0.0,0.0,0.0,0.0
wooo shout out africa,0.5,,0.0,0.0,0.0,0.0
did you see jacob collier,0.0,,0.0,0.0,0.0,0.0
yesyes,0.5,,0.0,0.0,0.0,0.0
ludy,0.0,,0.0,0.0,0.0,0.0
download the truffle extension get emotes predictions and more here  httpstrufflevipextension,0.0,.,0.0,1.0,2.0,0.0
oh damn lol,0.5,,0.0,0.0,0.0,0.0
ice spice got robbed,-0.5,,0.0,0.0,0.0,0.0
join the official ludwig discord  httpsdiscordggludwig,0.0,.,0.0,1.0,0.0,0.0
qt will learn of this,-0.5,,0.0,0.0,0.0,0.0
miley cyrus made music dang,0.5,,0.0,0.0,0.0,0.0
based,0.5,,0.0,0.0,0.0,0.0
clip,0.5,,0.0,0.0,0.0,0.0
i literally didnt even know taylor released music last year,0.0,,0.0,0.0,0.0,0.0
youre sleeping on the couch if you say that out loud,-0.5,,0.0,0.0,0.0,0.0
travis snubbed,-0.5,,0.0,0.0,0.0,0.0
travis got robbed,-0.5,,0.0,0.0,0.0,0.0
busssssssssssssssssss,0.0,,0.0,0.0,0.0,0.0
pop vocal album,0.0,,0.0,0.0,0.0,0.0
call from qt in,0.0,.,0.0,6.0,0.0,0.0
youre so real for that,0.5,,0.0,0.0,0.0,0.0
scammys are all rigged,-0.5,,0.0,0.0,0.0,0.0
gedraag ties vz,0.0,,0.0,0.0,0.0,0.0
yipee,0.0,,0.0,0.0,0.0,0.0
and lana was snubbed,-0.5,,0.0,0.0,0.0,0.0
hmmge,0.0,,0.0,0.0,0.0,0.0
robbed,-0.5,,0.0,0.0,0.0,0.0
pop vocal album of the year,0.0,,0.0,0.0,0.0,0.0
killer mike getting cuffed lmao,-0.5,,0.0,0.0,0.0,0.0
t swift winning album of the year for a rerelease is kinda crazy tho,0.5,.,0.0,2.0,0.0,0.0
poggies,0.5,,0.0,0.0,0.0,0.0
lana snub,-0.5,.,0.0,2.0,0.0,0.0
boom,0.0,,0.0,0.0,0.0,0.0
lana was snubbed,-0.5,,0.0,0.0,0.0,0.0
poggies,0.5,,0.0,0.0,0.0,0.0
sht hold my just died,-0.5,,0.0,0.0,0.0,0.0
yep,0.5,,0.0,0.0,0.0,0.0
oh,0.0,,0.0,0.0,0.0,0.0
poggies,0.5,,0.0,0.0,0.0,0.0
mhm,0.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
what is that mug hold,0.0,?,3.0,0.0,0.0,0.0
lmaoooo,1.0,,0.0,0.0,0.0,0.0
lool,0.5,,0.0,0.0,0.0,0.0
dont talk shit about miley,-0.5,,0.0,0.0,0.0,0.0
bro,0.0,,0.0,0.0,0.0,0.0
lmao,0.0,,0.0,0.0,0.0,0.0
bruh,0.0,,0.0,0.0,0.0,0.0
wowwowww,1.0,,0.0,0.0,0.0,0.0
oh cool,0.5,!,0.0,0.0,0.0,2.0
the tortured poet department,0.0,,0.0,0.0,0.0,0.0
eating a burber with no homeymustarf,0.0,,0.0,0.0,0.0,0.0
taylor robbed lana blind rip,-0.5,,0.0,0.0,0.0,0.0
dead poet society lmaoo,0.5,,0.0,0.0,0.0,0.0
jungkook was snubbed,-0.5,,0.0,0.0,0.0,0.0
the tortured ecofascists society,-0.5,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
sipping on a double whisky rn are ya kinda early la time,0.5,comma,0.0,0.0,1.0,0.0
jayz,0.0,,0.0,0.0,0.0,0.0
shes a marketing genuis,1.0,,0.0,0.0,0.0,0.0
is taylor swift like a small indie music artist,0.0,?,1.0,0.0,0.0,0.0
so excited for new album,1.0,!,0.0,0.0,0.0,3.0
tortured poets department,0.0,,0.0,0.0,0.0,0.0
he died years ago whaa,-0.5,?,2.0,0.0,0.0,0.0
sounds like a  night out for hot dogs and chicken tendies with a side of disapointment,-0.5,,0.0,0.0,0.0,0.0
totured not dead lmao,0.5,,0.0,0.0,0.0,0.0
robin williams,0.0,?,3.0,0.0,0.0,0.0
she has so much influence,0.0,,0.0,0.0,0.0,0.0
robin williams,0.0,?,1.0,0.0,0.0,0.0
killer mike a joke lol,0.5,,0.0,0.0,0.0,0.0
the tortured poets department,0.0,,0.0,0.0,0.0,0.0
lmfao,1.0,,0.0,0.0,0.0,0.0
taylor sift,0.0,,0.0,0.0,0.0,0.0
i forgot that breaded food is glutened ludwig,0.0,,0.0,0.0,0.0,0.0
i feel like the album announcement was honestly unnecessary,-0.5,,0.0,0.0,0.0,0.0
dead poets department god do some research,0.0,,0.0,0.0,0.0,0.0
wowza,0.5,,0.0,0.0,0.0,0.0
yoo,0.0,,0.0,0.0,0.0,0.0
great clip,0.5,,0.0,0.0,0.0,0.0
just watch your mogul mail lol well done,0.5,,0.0,0.0,0.0,0.0
bro please not this shit i heard this all last night,-0.5,,0.0,0.0,0.0,0.0
bros getting drunk,0.0,,0.0,0.0,0.0,0.0
lol,1.0,,0.0,0.0,0.0,0.0
ttpd the tortured poets department,0.0,,0.0,0.0,0.0,0.0
swifties comin out,0.5,,0.0,0.0,0.0,0.0
robbed,-0.5,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
travis scott sucks you tone deaf zoomers,-0.5,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
what was qts reaction to the taylor announcement,0.0,?,1.0,0.0,0.0,0.0
damn,-0.5,,0.0,0.0,0.0,0.0
gigachad,1.0,,0.0,0.0,0.0,0.0
pogodown,0.5,,0.0,0.0,0.0,0.0
naaa,-0.5,,0.0,0.0,0.0,0.0
dangggg,0.0,,0.0,0.0,0.0,0.0
yep,0.5,,0.0,0.0,0.0,0.0
cool,0.5,,0.0,0.0,0.0,0.0
yessir,0.5,,0.0,0.0,0.0,0.0
drake,0.0,,0.0,0.0,0.0,0.0
did you see killer mike get arrested,-0.5,?,1.0,0.0,0.0,0.0
lana wasnt snubbed thats when you dont get nominated she was robbed,-0.5,.,0.0,1.0,1.0,0.0
real,0.5,,0.0,0.0,0.0,0.0
jay z,0.0,,0.0,0.0,0.0,0.0
damn,0.0,,0.0,0.0,0.0,0.0
true,0.5,,0.0,0.0,0.0,0.0
drake i would have dinner with jayz,0.0,,0.0,0.0,0.0,0.0
jay z was real  that,0.5,,0.0,0.0,0.0,0.0
crazyy,0.0,,0.0,0.0,0.0,0.0
hi luddddd,0.5,.,0.0,1.0,0.0,0.0
drake,0.0,,0.0,0.0,0.0,0.0
shout out jay z,0.5,,0.0,0.0,0.0,0.0
real,0.5,,0.0,0.0,0.0,0.0
they did lana so dirty there would be no taylor if lana didnt exist,-0.5,,0.0,0.0,0.0,0.0
jay z always talking shit,-0.5,,0.0,0.0,0.0,0.0
whyd he go so hard,0.5,,0.0,0.0,0.0,0.0
based as fuck,1.0,,0.0,0.0,0.0,0.0
jay eazy,0.0,?,2.0,0.0,0.0,0.0
jay z went best mod,0.0,,0.0,0.0,0.0,0.0
what about laufey,0.0,,0.0,0.0,0.0,0.0
eating a honey burber with no mustard,0.0,,0.0,0.0,0.0,0.0
jayz not wrong,0.5,,0.0,0.0,0.0,0.0
lana was robbed,-0.5,,0.0,0.0,0.0,0.0
awkward,-0.5,,0.0,0.0,0.0,0.0
ye the true real one,1.0,,0.0,0.0,0.0,0.0
jay z,0.0,,0.0,0.0,0.0,0.0
jayz wss so real for that,0.5,,0.0,0.0,0.0,0.0
yeah,0.5,.,0.0,3.0,0.0,0.0
pepew,0.5,,0.0,0.0,0.0,0.0
undrake,0.0,,0.0,0.0,0.0,0.0
cap,-0.5,,0.0,0.0,0.0,0.0
jay z out here trying to be kanye,0.0,,0.0,0.0,0.0,0.0
jayz is real lana del rey sucks,0.0,comma,0.0,0.0,1.0,0.0
i love you man,1.0,,0.0,0.0,0.0,0.0
power move,0.0,,0.0,0.0,0.0,0.0
victory lap right there,0.5,,0.0,0.0,0.0,0.0
lana was on her album,0.0,,0.0,0.0,0.0,0.0
lanas on the album,0.0,,0.0,0.0,0.0,0.0
celine dion,-0.5,,0.0,0.0,0.0,0.0
lana deserved,0.5,!,0.0,0.0,0.0,2.0
dang,0.0,,0.0,0.0,0.0,0.0
exactlyyy,1.0,,0.0,0.0,0.0,0.0
weird,-0.5,,0.0,0.0,0.0,0.0
odd,-0.5,,0.0,0.0,0.0,0.0
will neff joined otk,0.5,,0.0,0.0,0.0,0.0
lana and taylor arrived together,0.0,,0.0,0.0,0.0,0.0
undrake,0.0,,0.0,0.0,0.0,0.0
jay z real based,0.5,,0.0,0.0,0.0,0.0
miley needs to stop,-0.5,,0.0,0.0,0.0,0.0
ekto,0.0,,0.0,0.0,0.0,0.0
icant,0.0,,0.0,0.0,0.0,0.0
women support women,0.5,,0.0,0.0,0.0,0.0
definitely not worth k,0.0,,0.0,0.0,0.0,0.0
lana was on the album,0.0,,0.0,0.0,0.0,0.0
that was so awkward,-0.5,,0.0,0.0,0.0,0.0
youre so real,0.5,,0.0,0.0,0.0,0.0
was weird,0.0,,0.0,0.0,0.0,0.0
f,-0.5,?,3.0,0.0,0.0,0.0
to make her more embarrased,-0.5,,0.0,0.0,0.0,0.0
lana uhm,-0.5,,0.0,0.0,0.0,0.0
im exited you gonna playa belgium game,1.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
did u get to meet laufey,0.0,?,1.0,0.0,0.0,0.0
lana was on it,0.5,,0.0,0.0,0.0,0.0
i fuckin hate taylor swift can you start playing already,-1.0,?,1.0,0.0,0.0,0.0
thats why i dont watch it,-0.5,,0.0,0.0,0.0,0.0
commercial breaks,0.0,,0.0,0.0,0.0,0.0
yeah commercials,0.5,,0.0,0.0,0.0,0.0
lana sadge,-0.5,,0.0,0.0,0.0,0.0
id hate that,-1.0,,0.0,0.0,0.0,0.0
the commercials were so long,0.0,,0.0,0.0,0.0,0.0
who cares about the grammys,-0.5,,0.0,0.0,0.0,0.0
lana was robbed,-0.5,,0.0,0.0,0.0,0.0
theres a lot of ads man,0.0,,0.0,0.0,0.0,0.0
eating a burber with no honey mustard,0.0,,0.0,0.0,0.0,0.0
i fuckin hate taylor swift can you start playing already,-1.0,?,1.0,0.0,0.0,0.0
million dollars or dinner with jay z,0.0,,0.0,0.0,0.0,0.0
download the truffle extension get emotes predictions and more here  httpstrufflevipextension,0.0,.,0.0,1.0,2.0,0.0
hai chat,0.5,,0.0,0.0,0.0,0.0
literally who is killer mike,0.0,,0.0,0.0,0.0,0.0
yep thats why i dont watch them,-0.5,,0.0,0.0,0.0,0.0
what time is baldurs gate please,0.0,?,1.0,0.0,0.0,0.0
why not call it downtime show then,-0.5,,0.0,0.0,0.0,0.0
yo,0.5,,0.0,0.0,0.0,0.0
lanna did not want to be on that stage hommies,-0.5,,0.0,0.0,0.0,0.0
kanye did the same as jay z but called a fool,-0.5,?,3.0,0.0,0.0,0.0
this is real,0.5,,0.0,0.0,0.0,0.0
like watching nfl always ads,0.0,,0.0,0.0,0.0,0.0
whole lotta of snitches in this chat,-0.5,,0.0,0.0,0.0,0.0
lana was on her album so it makes sense,0.5,,0.0,0.0,0.0,0.0
who is victor,0.0,,0.0,0.0,0.0,0.0
lana sadge,-0.5,,0.0,0.0,0.0,0.0
there was  commercials,-0.5,,0.0,0.0,0.0,0.0
o,0.0,,0.0,0.0,0.0,0.0
sup midwig,0.5,,0.0,0.0,0.0,0.0
commercials,0.0,,0.0,0.0,0.0,0.0
there were just so many ads,-0.5,,0.0,0.0,0.0,0.0
the live edit was messy wouldnt be surprised if there were issues,-0.5,comma,0.0,0.0,1.0,0.0
dude soooo many ads,-0.5,,0.0,0.0,0.0,0.0
darkmascoty cope,0.0,,0.0,0.0,0.0,0.0
dont disrespect killer mike,0.0,,0.0,0.0,0.0,0.0
just play bg already,-0.5,,0.0,0.0,0.0,0.0
celebrities are so disappointing these days tbh,-0.5,,0.0,0.0,0.0,0.0
that seems excessive,-0.5,,0.0,0.0,0.0,0.0
they should have set up a game room for waiting periods,-0.5,,0.0,0.0,0.0,0.0
taylor is wackkk,-0.5,,0.0,0.0,0.0,0.0
i love you luddy,1.0,,0.0,0.0,0.0,0.0
cant wait for the bald,0.0,,0.0,0.0,0.0,0.0
breaks are horrendous,-0.5,,0.0,0.0,0.0,0.0
victor these nuts in your mouth got em,0.0,,0.0,0.0,0.0,0.0
monkahmm,0.0,,0.0,0.0,0.0,0.0
how do i go back to youtube chat,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
ready for taylor swift to be the greatest villain the nfl fans has ever seen,-0.5,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
nahhhhhhhhhh,0.0,,0.0,0.0,0.0,0.0
icant,0.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
aintnoway,0.0,,0.0,0.0,0.0,0.0
onegalul,1.0,,0.0,0.0,0.0,0.0
thay trolling fr,0.0,,0.0,0.0,0.0,0.0
bedge honk shoo,0.0,,0.0,0.0,0.0,0.0
just a sleepy guy,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
aintnoway bedge,0.0,,0.0,0.0,0.0,0.0
lmaoooooooo,1.0,,0.0,0.0,0.0,0.0
nah technical issues at a big event is crazy,-0.5,,0.0,0.0,0.0,0.0
eepy,0.0,,0.0,0.0,0.0,0.0
sleepwig,0.0,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
its a snooze fest,-0.5,,0.0,0.0,0.0,0.0
to the chatter that said will neff joined otk wut,0.0,comma,0.0,0.0,1.0,0.0
i forgot that breaded food is glutened ludwig,0.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
looool,0.5,,0.0,0.0,0.0,0.0
icant,0.5,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
drunk,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
dont blame you,0.0,,0.0,0.0,0.0,0.0
so cute,0.5,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
quick snooz,0.0,,0.0,0.0,0.0,0.0
xd,1.0,,0.0,0.0,0.0,0.0
ludwig thought you dont drink alone,0.0,?,1.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
lmao,1.0,,0.0,0.0,0.0,0.0
pssh id be snoozing minute one,0.0,,0.0,0.0,0.0,0.0
lmao  drink dale,1.0,,0.0,0.0,0.0,0.0
greatest,0.0,?,1.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
bro is,0.0,,0.0,0.0,0.0,0.0
honk shoo,0.0,,0.0,0.0,0.0,0.0
drunk asf,0.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
lmaooooo,1.0,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
bedge mimimij,0.0,,0.0,0.0,0.0,0.0
nooo,-0.5,,0.0,0.0,0.0,0.0
badge,0.0,,0.0,0.0,0.0,0.0
lmaoo,1.0,,0.0,0.0,0.0,0.0
peepocute sleepy boy,0.0,,0.0,0.0,0.0,0.0
swities  snitches,-0.5,.,0.0,1.0,0.0,0.0
duuuude,0.0,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
taylor swift bedge,0.0,?,1.0,0.0,0.0,0.0
loool,0.5,,0.0,0.0,0.0,0.0
zzzwig,0.0,,0.0,0.0,0.0,0.0
goddamn bedge,0.0,,0.0,0.0,0.0,0.0
sleepwig,0.0,,0.0,0.0,0.0,0.0
iconic,0.5,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
is this dubbin and the hoeless baldurs or solo,0.0,?,2.0,0.0,0.0,0.0
too much gummy,0.0,,0.0,0.0,0.0,0.0
bedge mi mi mi,0.0,,0.0,0.0,0.0,0.0
omegalul,1.0,,0.0,0.0,0.0,0.0
based,0.5,,0.0,0.0,0.0,0.0
drunk,-0.5,,0.0,0.0,0.0,0.0
old man activity,-0.5,,0.0,0.0,0.0,0.0
pookie so cute,0.5,,0.0,0.0,0.0,0.0
bedge,0.0,,0.0,0.0,0.0,0.0
honk shooooo,0.0,,0.0,0.0,0.0,0.0
remember to subscribe to the channel and drop a like if youre enjoying the pog,1.0,,0.0,0.0,0.0,0.0
lol,0.5,,0.0,0.0,0.0,0.0
bedge nappies,0.0,,0.0,0.0,0.0,0.0
ahhahahahahhahahahahah,1.0,,0.0,0.0,0.0,0.0
w,0.5,,0.0,0.0,0.0,0.0
my guy,-0.5,comma,0.0,0.0,1.0,0.0
yeah i would be out after that many drinks,-0.5,,0.0,0.0,0.0,0.0
lushwig,-0.5,,0.0,0.0,0.0,0.0
bedge,-0.5,,0.0,0.0,0.0,0.0
aww,1.0,,0.0,0.0,0.0,0.0
sleepwig,0.0,,0.0,0.0,0.0,0.0
hahahaha,0.5,,0.0,0.0,0.0,0.0
